model,source_panel,target_panel,distance,abs_error
Ridge,USP,NCRIPS,88.31414500364392,2.1429216777884426
Ridge,USP,NCRIPS,107.18176846722983,21.23052611594105
Ridge,USP,NCRIPS,93.4369431408267,15.230206514497796
Ridge,USP,NCRIPS,82.14703040208697,23.352796601735776
Ridge,USP,NCRIPS,75.44124919557021,13.742948106965525
Ridge,USP,NCRIPS,80.62622133151247,7.90015257998266
Ridge,USP,NCRIPS,90.32444825936206,44.03735030707847
Ridge,USP,NCRIPS,85.84387186074632,26.677793519482616
Ridge,USP,NCRIPS,138.575254607516,16.958510680019145
Ridge,USP,NCRIPS,140.0619418220179,22.606636699532284
Ridge,USP,NCRIPS,109.97143177372041,32.34203118591199
Ridge,USP,NCRIPS,116.06172725459155,40.080120094324364
Ridge,USP,NCRIPS,137.9399135138655,15.643416475315682
Ridge,USP,NCRIPS,147.91930589933295,3.3856048409620967
Ridge,USP,NCRIPS,151.69595209512528,20.50157236382648
Ridge,USP,NCRIPS,138.34867354923495,13.449193287723986
Ridge,USP,NCRIPS,112.67056410734193,10.816460775024614
Ridge,USP,NCRIPS,122.2935069078256,0.6713470195573737
Ridge,USP,NCRIPS,153.54853132676655,14.335256941618773
Ridge,USP,NCRIPS,68.47162514339452,6.353713581534433
Ridge,USP,NCRIPS,138.07689286028858,8.55441089793715
Ridge,USP,NCRIPS,81.29570088779235,35.24598974102816
Ridge,USP,NCRIPS,120.80006456252396,31.26677554294265
Ridge,USP,NCRIPS,179.84983159916138,10.155449711951565
Ridge,USP,NCRIPS,142.54002794675725,16.430808875691262
Ridge,USP,NCRIPS,136.39784262307037,36.72365811271811
Ridge,USP,NCRIPS,107.05920800144355,28.401065764022764
Ridge,USP,NCRIPS,127.52196875922597,13.500115327675262
Ridge,USP,NCRIPS,141.67735133202834,22.8632965554402
Ridge,USP,NCRIPS,150.09540243707963,28.952972095515236
Ridge,USP,NCRIPS,97.52727909280239,39.55704736048965
Ridge,USP,NCRIPS,80.87973472225406,25.981447504764418
Ridge,USP,NCRIPS,134.78673369288467,7.519700341802208
